cp	hex	char	utf8_bytes	o200k_base_n	o200k_base_ids	o200k_base_rt	o200k_base_bucket	o200k_harmony_n	o200k_harmony_ids	o200k_harmony_rt	o200k_harmony_bucket	cl100k_base_n	cl100k_base_ids	cl100k_base_rt	cl100k_base_bucket	r50k_base_n	r50k_base_ids	r50k_base_rt	r50k_base_bucket	llama32_n	llama32_ids	llama32_rt	llama32_bucket	claude_xenova_n	claude_xenova_ids	claude_xenova_rt	claude_xenova_bucket
43991	U+ABD7	ꯗ	3	3	166,107,245	yes	byte-ish	3	166,107,245	yes	byte-ish	3	166,107,245	yes	byte-ish	3	166,107,245	yes	byte-ish	4	128000,166,107,245	yes	fragmented	3	171,112,250	yes	byte-ish
43992	U+ABD8	ꯘ	3	3	166,107,246	yes	byte-ish	3	166,107,246	yes	byte-ish	3	166,107,246	yes	byte-ish	3	166,107,246	yes	byte-ish	4	128000,166,107,246	yes	fragmented	3	171,112,251	yes	byte-ish
43993	U+ABD9	ꯙ	3	3	166,107,247	yes	byte-ish	3	166,107,247	yes	byte-ish	3	166,107,247	yes	byte-ish	3	166,107,247	yes	byte-ish	4	128000,166,107,247	yes	fragmented	3	171,112,252	yes	byte-ish
43994	U+ABDA	ꯚ	3	3	166,107,248	yes	byte-ish	3	166,107,248	yes	byte-ish	3	166,107,248	yes	byte-ish	3	166,107,248	yes	byte-ish	4	128000,166,107,248	yes	fragmented	3	171,112,253	yes	byte-ish
43995	U+ABDB	ꯛ	3	3	166,107,249	yes	byte-ish	3	166,107,249	yes	byte-ish	3	166,107,249	yes	byte-ish	3	166,107,249	yes	byte-ish	4	128000,166,107,249	yes	fragmented	3	171,112,254	yes	byte-ish
43996	U+ABDC	ꯜ	3	3	166,107,250	yes	byte-ish	3	166,107,250	yes	byte-ish	3	166,107,250	yes	byte-ish	3	166,107,250	yes	byte-ish	4	128000,166,107,250	yes	fragmented	3	171,112,255	yes	byte-ish
43997	U+ABDD	ꯝ	3	3	166,107,251	yes	byte-ish	3	166,107,251	yes	byte-ish	3	166,107,251	yes	byte-ish	3	166,107,251	yes	byte-ish	4	128000,166,107,251	yes	fragmented	3	171,112,256	yes	byte-ish
43998	U+ABDE	ꯞ	3	3	166,107,252	yes	byte-ish	3	166,107,252	yes	byte-ish	3	166,107,252	yes	byte-ish	3	166,107,252	yes	byte-ish	4	128000,166,107,252	yes	fragmented	3	171,112,257	yes	byte-ish
43999	U+ABDF	ꯟ	3	3	166,107,253	yes	byte-ish	3	166,107,253	yes	byte-ish	3	166,107,253	yes	byte-ish	3	166,107,253	yes	byte-ish	4	128000,166,107,253	yes	fragmented	3	171,112,258	yes	byte-ish
44000	U+ABE0	ꯠ	3	3	166,107,254	yes	byte-ish	3	166,107,254	yes	byte-ish	3	166,107,254	yes	byte-ish	3	166,107,254	yes	byte-ish	4	128000,166,107,254	yes	fragmented	3	171,112,259	yes	byte-ish
44001	U+ABE1	ꯡ	3	3	166,107,94	yes	byte-ish	3	166,107,94	yes	byte-ish	3	166,107,94	yes	byte-ish	3	166,107,94	yes	byte-ish	4	128000,166,107,94	yes	fragmented	3	171,112,99	yes	byte-ish
44002	U+ABE2	ꯢ	3	3	166,107,95	yes	byte-ish	3	166,107,95	yes	byte-ish	3	166,107,95	yes	byte-ish	3	166,107,95	yes	byte-ish	4	128000,166,107,95	yes	fragmented	3	171,112,100	yes	byte-ish
44003	U+ABE3	ꯣ	3	3	166,107,96	yes	byte-ish	3	166,107,96	yes	byte-ish	3	166,107,96	yes	byte-ish	3	166,107,96	yes	byte-ish	4	128000,166,107,96	yes	fragmented	3	171,112,101	yes	byte-ish
44004	U+ABE4	ꯤ	3	3	166,107,97	yes	byte-ish	3	166,107,97	yes	byte-ish	3	166,107,97	yes	byte-ish	3	166,107,97	yes	byte-ish	4	128000,166,107,97	yes	fragmented	3	171,112,102	yes	byte-ish
44005	U+ABE5	ꯥ	3	3	166,107,98	yes	byte-ish	3	166,107,98	yes	byte-ish	3	166,107,98	yes	byte-ish	3	166,107,98	yes	byte-ish	4	128000,166,107,98	yes	fragmented	3	171,112,103	yes	byte-ish
44006	U+ABE6	ꯦ	3	3	166,107,99	yes	byte-ish	3	166,107,99	yes	byte-ish	3	166,107,99	yes	byte-ish	3	166,107,99	yes	byte-ish	4	128000,166,107,99	yes	fragmented	3	171,112,104	yes	byte-ish
44007	U+ABE7	ꯧ	3	3	166,107,100	yes	byte-ish	3	166,107,100	yes	byte-ish	3	166,107,100	yes	byte-ish	3	166,107,100	yes	byte-ish	4	128000,166,107,100	yes	fragmented	3	171,112,105	yes	byte-ish
44008	U+ABE8	ꯨ	3	3	166,107,101	yes	byte-ish	3	166,107,101	yes	byte-ish	3	166,107,101	yes	byte-ish	3	166,107,101	yes	byte-ish	4	128000,166,107,101	yes	fragmented	3	171,112,106	yes	byte-ish
44009	U+ABE9	ꯩ	3	3	166,107,102	yes	byte-ish	3	166,107,102	yes	byte-ish	3	166,107,102	yes	byte-ish	3	166,107,102	yes	byte-ish	4	128000,166,107,102	yes	fragmented	3	171,112,107	yes	byte-ish
44010	U+ABEA	ꯪ	3	3	166,107,103	yes	byte-ish	3	166,107,103	yes	byte-ish	3	166,107,103	yes	byte-ish	3	166,107,103	yes	byte-ish	4	128000,166,107,103	yes	fragmented	3	171,112,108	yes	byte-ish
44011	U+ABEB	꯫	3	3	166,107,104	yes	byte-ish	3	166,107,104	yes	byte-ish	3	166,107,104	yes	byte-ish	3	166,107,104	yes	byte-ish	4	128000,166,107,104	yes	fragmented	3	171,112,109	yes	byte-ish
44012	U+ABEC	꯬	3	3	166,107,105	yes	byte-ish	3	166,107,105	yes	byte-ish	3	166,107,105	yes	byte-ish	3	166,107,105	yes	byte-ish	4	128000,166,107,105	yes	fragmented	3	171,112,110	yes	byte-ish
44013	U+ABED	꯭	3	3	166,107,255	yes	byte-ish	3	166,107,255	yes	byte-ish	3	166,107,255	yes	byte-ish	3	166,107,255	yes	byte-ish	4	128000,166,107,255	yes	fragmented	3	171,112,260	yes	byte-ish
44016	U+ABF0	꯰	3	3	166,107,108	yes	byte-ish	3	166,107,108	yes	byte-ish	3	166,107,108	yes	byte-ish	3	166,107,108	yes	byte-ish	4	128000,166,107,108	yes	fragmented	3	171,112,113	yes	byte-ish
44017	U+ABF1	꯱	3	3	166,107,109	yes	byte-ish	3	166,107,109	yes	byte-ish	3	166,107,109	yes	byte-ish	3	166,107,109	yes	byte-ish	4	128000,166,107,109	yes	fragmented	3	171,112,114	yes	byte-ish
44018	U+ABF2	꯲	3	3	166,107,110	yes	byte-ish	3	166,107,110	yes	byte-ish	3	166,107,110	yes	byte-ish	3	166,107,110	yes	byte-ish	4	128000,166,107,110	yes	fragmented	3	171,112,115	yes	byte-ish
44019	U+ABF3	꯳	3	3	166,107,111	yes	byte-ish	3	166,107,111	yes	byte-ish	3	166,107,111	yes	byte-ish	3	166,107,111	yes	byte-ish	4	128000,166,107,111	yes	fragmented	3	171,112,116	yes	byte-ish
44020	U+ABF4	꯴	3	3	166,107,112	yes	byte-ish	3	166,107,112	yes	byte-ish	3	166,107,112	yes	byte-ish	3	166,107,112	yes	byte-ish	4	128000,166,107,112	yes	fragmented	3	171,112,117	yes	byte-ish
44021	U+ABF5	꯵	3	3	166,107,113	yes	byte-ish	3	166,107,113	yes	byte-ish	3	166,107,113	yes	byte-ish	3	166,107,113	yes	byte-ish	4	128000,166,107,113	yes	fragmented	3	171,112,118	yes	byte-ish
44022	U+ABF6	꯶	3	3	166,107,114	yes	byte-ish	3	166,107,114	yes	byte-ish	3	166,107,114	yes	byte-ish	3	166,107,114	yes	byte-ish	4	128000,166,107,114	yes	fragmented	3	171,112,119	yes	byte-ish
44023	U+ABF7	꯷	3	3	166,107,115	yes	byte-ish	3	166,107,115	yes	byte-ish	3	166,107,115	yes	byte-ish	3	166,107,115	yes	byte-ish	4	128000,166,107,115	yes	fragmented	3	171,112,120	yes	byte-ish
44024	U+ABF8	꯸	3	3	166,107,116	yes	byte-ish	3	166,107,116	yes	byte-ish	3	166,107,116	yes	byte-ish	3	166,107,116	yes	byte-ish	3	128000,166,100554	yes	byte-ish	3	171,112,121	yes	byte-ish
44025	U+ABF9	꯹	3	3	166,107,117	yes	byte-ish	3	166,107,117	yes	byte-ish	3	166,107,117	yes	byte-ish	3	166,107,117	yes	byte-ish	4	128000,166,107,117	yes	fragmented	3	171,112,122	yes	byte-ish
44032	U+AC00	가	3	1	4081	yes	single-token	1	4081	yes	single-token	1	20565	yes	single-token	3	166,108,222	yes	byte-ish	2	128000,20565	yes	byte-ish	1	15677	yes	single-token
44033	U+AC01	각	3	1	22566	yes	single-token	1	22566	yes	single-token	2	14705,223	yes	byte-ish	3	166,108,223	yes	byte-ish	2	128000,101930	yes	byte-ish	2	8127,228	yes	byte-ish
44034	U+AC02	갂	3	2	2571,224	yes	byte-ish	2	2571,224	yes	byte-ish	2	14705,224	yes	byte-ish	3	166,108,224	yes	byte-ish	3	128000,14705,224	yes	byte-ish	2	8127,229	yes	byte-ish
44035	U+AC03	갃	3	2	2571,225	yes	byte-ish	2	2571,225	yes	byte-ish	2	14705,225	yes	byte-ish	3	166,108,225	yes	byte-ish	3	128000,14705,225	yes	byte-ish	2	8127,230	yes	byte-ish
44036	U+AC04	간	3	1	12780	yes	single-token	1	12780	yes	single-token	1	63375	yes	single-token	3	166,108,226	yes	byte-ish	2	128000,63375	yes	byte-ish	1	41594	yes	single-token
44037	U+AC05	갅	3	2	2571,227	yes	byte-ish	2	2571,227	yes	byte-ish	2	14705,227	yes	byte-ish	3	166,108,227	yes	byte-ish	3	128000,14705,227	yes	byte-ish	2	8127,232	yes	byte-ish
44038	U+AC06	갆	3	2	2571,228	yes	byte-ish	2	2571,228	yes	byte-ish	2	14705,228	yes	byte-ish	3	166,108,228	yes	byte-ish	3	128000,14705,228	yes	byte-ish	2	8127,233	yes	byte-ish
44039	U+AC07	갇	3	2	2571,229	yes	byte-ish	2	2571,229	yes	byte-ish	2	14705,229	yes	byte-ish	3	166,108,229	yes	byte-ish	3	128000,14705,229	yes	byte-ish	2	8127,234	yes	byte-ish
44040	U+AC08	갈	3	1	80309	yes	single-token	1	80309	yes	single-token	2	14705,230	yes	byte-ish	3	166,108,230	yes	byte-ish	2	128000,111282	yes	byte-ish	2	8127,235	yes	byte-ish
44041	U+AC09	갉	3	2	2571,231	yes	byte-ish	2	2571,231	yes	byte-ish	2	14705,231	yes	byte-ish	3	166,108,231	yes	byte-ish	3	128000,14705,231	yes	byte-ish	2	8127,236	yes	byte-ish
44042	U+AC0A	갊	3	2	2571,232	yes	byte-ish	2	2571,232	yes	byte-ish	2	14705,232	yes	byte-ish	3	166,108,232	yes	byte-ish	3	128000,14705,232	yes	byte-ish	2	8127,237	yes	byte-ish
44043	U+AC0B	갋	3	2	2571,233	yes	byte-ish	2	2571,233	yes	byte-ish	2	14705,233	yes	byte-ish	3	166,108,233	yes	byte-ish	3	128000,14705,233	yes	byte-ish	2	8127,238	yes	byte-ish
44044	U+AC0C	갌	3	2	2571,234	yes	byte-ish	2	2571,234	yes	byte-ish	2	14705,234	yes	byte-ish	3	166,108,234	yes	byte-ish	3	128000,14705,234	yes	byte-ish	2	8127,239	yes	byte-ish
44045	U+AC0D	갍	3	2	2571,235	yes	byte-ish	2	2571,235	yes	byte-ish	2	14705,235	yes	byte-ish	3	166,108,235	yes	byte-ish	3	128000,14705,235	yes	byte-ish	2	8127,240	yes	byte-ish
44046	U+AC0E	갎	3	2	2571,236	yes	byte-ish	2	2571,236	yes	byte-ish	2	14705,236	yes	byte-ish	3	166,108,236	yes	byte-ish	3	128000,14705,236	yes	byte-ish	2	8127,241	yes	byte-ish
44047	U+AC0F	갏	3	2	2571,237	yes	byte-ish	2	2571,237	yes	byte-ish	2	14705,237	yes	byte-ish	3	166,108,237	yes	byte-ish	3	128000,14705,237	yes	byte-ish	2	8127,242	yes	byte-ish
44048	U+AC10	감	3	1	25146	yes	single-token	1	25146	yes	single-token	2	14705,238	yes	byte-ish	3	166,108,238	yes	byte-ish	2	128000,103655	yes	byte-ish	2	8127,243	yes	byte-ish
44049	U+AC11	갑	3	1	114614	yes	single-token	1	114614	yes	single-token	2	14705,239	yes	byte-ish	3	166,108,239	yes	byte-ish	2	128000,115072	yes	byte-ish	2	8127,244	yes	byte-ish
44050	U+AC12	값	3	1	83260	yes	single-token	1	83260	yes	single-token	1	83901	yes	single-token	3	166,108,240	yes	byte-ish	2	128000,83901	yes	byte-ish	1	48781	yes	single-token
44051	U+AC13	갓	3	2	2571,241	yes	byte-ish	2	2571,241	yes	byte-ish	2	14705,241	yes	byte-ish	3	166,108,241	yes	byte-ish	3	128000,14705,241	yes	byte-ish	2	8127,246	yes	byte-ish
44052	U+AC14	갔	3	2	2571,242	yes	byte-ish	2	2571,242	yes	byte-ish	2	14705,242	yes	byte-ish	3	166,108,242	yes	byte-ish	3	128000,14705,242	yes	byte-ish	2	8127,247	yes	byte-ish
44053	U+AC15	강	3	1	28318	yes	single-token	1	28318	yes	single-token	2	14705,243	yes	byte-ish	3	166,108,243	yes	byte-ish	2	128000,102296	yes	byte-ish	2	8127,248	yes	byte-ish
44054	U+AC16	갖	3	2	2571,244	yes	byte-ish	2	2571,244	yes	byte-ish	2	14705,244	yes	byte-ish	3	166,108,244	yes	byte-ish	3	128000,14705,244	yes	byte-ish	2	8127,249	yes	byte-ish
44055	U+AC17	갗	3	2	2571,245	yes	byte-ish	2	2571,245	yes	byte-ish	2	14705,245	yes	byte-ish	3	166,108,245	yes	byte-ish	3	128000,14705,245	yes	byte-ish	2	8127,250	yes	byte-ish
44056	U+AC18	갘	3	2	2571,246	yes	byte-ish	2	2571,246	yes	byte-ish	2	14705,246	yes	byte-ish	3	166,108,246	yes	byte-ish	3	128000,14705,246	yes	byte-ish	2	8127,251	yes	byte-ish
44057	U+AC19	같	3	1	50771	yes	single-token	1	50771	yes	single-token	2	14705,247	yes	byte-ish	3	166,108,247	yes	byte-ish	2	128000,111843	yes	byte-ish	2	8127,252	yes	byte-ish
44058	U+AC1A	갚	3	2	2571,248	yes	byte-ish	2	2571,248	yes	byte-ish	2	14705,248	yes	byte-ish	3	166,108,248	yes	byte-ish	3	128000,14705,248	yes	byte-ish	2	8127,253	yes	byte-ish
44059	U+AC1B	갛	3	2	2571,249	yes	byte-ish	2	2571,249	yes	byte-ish	2	14705,249	yes	byte-ish	3	166,108,249	yes	byte-ish	3	128000,14705,249	yes	byte-ish	2	8127,254	yes	byte-ish
44060	U+AC1C	개	3	1	13915	yes	single-token	1	13915	yes	single-token	1	60861	yes	single-token	3	166,108,250	yes	byte-ish	2	128000,60861	yes	byte-ish	1	33516	yes	single-token
44061	U+AC1D	객	3	1	43726	yes	single-token	1	43726	yes	single-token	2	14705,251	yes	byte-ish	3	166,108,251	yes	byte-ish	2	128000,108583	yes	byte-ish	2	8127,256	yes	byte-ish
44062	U+AC1E	갞	3	2	2571,252	yes	byte-ish	2	2571,252	yes	byte-ish	2	14705,252	yes	byte-ish	3	166,108,252	yes	byte-ish	3	128000,14705,252	yes	byte-ish	2	8127,257	yes	byte-ish
44063	U+AC1F	갟	3	2	2571,253	yes	byte-ish	2	2571,253	yes	byte-ish	2	14705,253	yes	byte-ish	3	166,108,253	yes	byte-ish	3	128000,14705,253	yes	byte-ish	2	8127,258	yes	byte-ish
44064	U+AC20	갠	3	2	2571,254	yes	byte-ish	2	2571,254	yes	byte-ish	2	14705,254	yes	byte-ish	3	166,108,254	yes	byte-ish	3	128000,14705,254	yes	byte-ish	2	8127,259	yes	byte-ish
44065	U+AC21	갡	3	2	2571,94	yes	byte-ish	2	2571,94	yes	byte-ish	2	14705,94	yes	byte-ish	3	166,108,94	yes	byte-ish	3	128000,14705,94	yes	byte-ish	2	8127,99	yes	byte-ish
44066	U+AC22	갢	3	2	2571,95	yes	byte-ish	2	2571,95	yes	byte-ish	2	14705,95	yes	byte-ish	3	166,108,95	yes	byte-ish	3	128000,14705,95	yes	byte-ish	2	8127,100	yes	byte-ish
44067	U+AC23	갣	3	2	2571,96	yes	byte-ish	2	2571,96	yes	byte-ish	2	14705,96	yes	byte-ish	3	166,108,96	yes	byte-ish	3	128000,14705,96	yes	byte-ish	2	8127,101	yes	byte-ish
44068	U+AC24	갤	3	2	2571,97	yes	byte-ish	2	2571,97	yes	byte-ish	2	14705,97	yes	byte-ish	3	166,108,97	yes	byte-ish	2	128000,106780	yes	byte-ish	2	8127,102	yes	byte-ish
44069	U+AC25	갥	3	2	2571,98	yes	byte-ish	2	2571,98	yes	byte-ish	2	14705,98	yes	byte-ish	3	166,108,98	yes	byte-ish	3	128000,14705,98	yes	byte-ish	2	8127,103	yes	byte-ish
44070	U+AC26	갦	3	2	2571,99	yes	byte-ish	2	2571,99	yes	byte-ish	2	14705,99	yes	byte-ish	3	166,108,99	yes	byte-ish	3	128000,14705,99	yes	byte-ish	2	8127,104	yes	byte-ish
44071	U+AC27	갧	3	2	2571,100	yes	byte-ish	2	2571,100	yes	byte-ish	2	14705,100	yes	byte-ish	3	166,108,100	yes	byte-ish	3	128000,14705,100	yes	byte-ish	2	8127,105	yes	byte-ish
44072	U+AC28	갨	3	2	2571,101	yes	byte-ish	2	2571,101	yes	byte-ish	2	14705,101	yes	byte-ish	3	166,108,101	yes	byte-ish	3	128000,14705,101	yes	byte-ish	2	8127,106	yes	byte-ish
44073	U+AC29	갩	3	2	2571,102	yes	byte-ish	2	2571,102	yes	byte-ish	2	14705,102	yes	byte-ish	3	166,108,102	yes	byte-ish	3	128000,14705,102	yes	byte-ish	2	8127,107	yes	byte-ish
44074	U+AC2A	갪	3	2	2571,103	yes	byte-ish	2	2571,103	yes	byte-ish	2	14705,103	yes	byte-ish	3	166,108,103	yes	byte-ish	3	128000,14705,103	yes	byte-ish	2	8127,108	yes	byte-ish
44075	U+AC2B	갫	3	2	2571,104	yes	byte-ish	2	2571,104	yes	byte-ish	2	14705,104	yes	byte-ish	3	166,108,104	yes	byte-ish	3	128000,14705,104	yes	byte-ish	2	8127,109	yes	byte-ish
44076	U+AC2C	갬	3	2	2571,105	yes	byte-ish	2	2571,105	yes	byte-ish	2	14705,105	yes	byte-ish	3	166,108,105	yes	byte-ish	3	128000,14705,105	yes	byte-ish	2	8127,110	yes	byte-ish
44077	U+AC2D	갭	3	2	2571,255	yes	byte-ish	2	2571,255	yes	byte-ish	2	14705,255	yes	byte-ish	3	166,108,255	yes	byte-ish	3	128000,14705,255	yes	byte-ish	2	8127,260	yes	byte-ish
44078	U+AC2E	갮	3	2	2571,106	yes	byte-ish	2	2571,106	yes	byte-ish	2	14705,106	yes	byte-ish	3	166,108,106	yes	byte-ish	3	128000,14705,106	yes	byte-ish	2	8127,111	yes	byte-ish
44079	U+AC2F	갯	3	2	2571,107	yes	byte-ish	2	2571,107	yes	byte-ish	2	14705,107	yes	byte-ish	3	166,108,107	yes	byte-ish	3	128000,14705,107	yes	byte-ish	2	8127,112	yes	byte-ish
44080	U+AC30	갰	3	2	2571,108	yes	byte-ish	2	2571,108	yes	byte-ish	2	14705,108	yes	byte-ish	3	166,108,108	yes	byte-ish	3	128000,14705,108	yes	byte-ish	2	8127,113	yes	byte-ish
44081	U+AC31	갱	3	2	2571,109	yes	byte-ish	2	2571,109	yes	byte-ish	2	14705,109	yes	byte-ish	3	166,108,109	yes	byte-ish	3	128000,14705,109	yes	byte-ish	2	8127,114	yes	byte-ish
44082	U+AC32	갲	3	2	2571,110	yes	byte-ish	2	2571,110	yes	byte-ish	2	14705,110	yes	byte-ish	3	166,108,110	yes	byte-ish	3	128000,14705,110	yes	byte-ish	2	8127,115	yes	byte-ish
44083	U+AC33	갳	3	2	2571,111	yes	byte-ish	2	2571,111	yes	byte-ish	2	14705,111	yes	byte-ish	3	166,108,111	yes	byte-ish	3	128000,14705,111	yes	byte-ish	2	8127,116	yes	byte-ish
44084	U+AC34	갴	3	2	2571,112	yes	byte-ish	2	2571,112	yes	byte-ish	2	14705,112	yes	byte-ish	3	166,108,112	yes	byte-ish	3	128000,14705,112	yes	byte-ish	2	8127,117	yes	byte-ish
44085	U+AC35	갵	3	2	2571,113	yes	byte-ish	2	2571,113	yes	byte-ish	2	14705,113	yes	byte-ish	3	166,108,113	yes	byte-ish	3	128000,14705,113	yes	byte-ish	2	8127,118	yes	byte-ish
44086	U+AC36	갶	3	2	2571,114	yes	byte-ish	2	2571,114	yes	byte-ish	2	14705,114	yes	byte-ish	3	166,108,114	yes	byte-ish	3	128000,14705,114	yes	byte-ish	2	8127,119	yes	byte-ish
44087	U+AC37	갷	3	2	2571,115	yes	byte-ish	2	2571,115	yes	byte-ish	2	14705,115	yes	byte-ish	3	166,108,115	yes	byte-ish	3	128000,14705,115	yes	byte-ish	2	8127,120	yes	byte-ish
44088	U+AC38	갸	3	2	2571,116	yes	byte-ish	2	2571,116	yes	byte-ish	2	14705,116	yes	byte-ish	3	166,108,116	yes	byte-ish	3	128000,14705,116	yes	byte-ish	2	8127,121	yes	byte-ish
44089	U+AC39	갹	3	2	2571,117	yes	byte-ish	2	2571,117	yes	byte-ish	2	14705,117	yes	byte-ish	3	166,108,117	yes	byte-ish	3	128000,14705,117	yes	byte-ish	2	8127,122	yes	byte-ish
44090	U+AC3A	갺	3	2	2571,118	yes	byte-ish	2	2571,118	yes	byte-ish	2	14705,118	yes	byte-ish	3	166,108,118	yes	byte-ish	3	128000,14705,118	yes	byte-ish	2	8127,123	yes	byte-ish
44091	U+AC3B	갻	3	2	2571,119	yes	byte-ish	2	2571,119	yes	byte-ish	2	14705,119	yes	byte-ish	3	166,108,119	yes	byte-ish	3	128000,14705,119	yes	byte-ish	2	8127,124	yes	byte-ish
44092	U+AC3C	갼	3	2	2571,120	yes	byte-ish	2	2571,120	yes	byte-ish	2	14705,120	yes	byte-ish	3	166,108,120	yes	byte-ish	3	128000,14705,120	yes	byte-ish	2	8127,125	yes	byte-ish
44093	U+AC3D	갽	3	2	2571,121	yes	byte-ish	2	2571,121	yes	byte-ish	2	14705,121	yes	byte-ish	3	166,108,121	yes	byte-ish	3	128000,14705,121	yes	byte-ish	2	8127,126	yes	byte-ish
44094	U+AC3E	갾	3	2	2571,122	yes	byte-ish	2	2571,122	yes	byte-ish	2	14705,122	yes	byte-ish	3	166,108,122	yes	byte-ish	3	128000,14705,122	yes	byte-ish	2	8127,127	yes	byte-ish
44095	U+AC3F	갿	3	2	2571,123	yes	byte-ish	2	2571,123	yes	byte-ish	2	14705,123	yes	byte-ish	3	166,108,123	yes	byte-ish	3	128000,14705,123	yes	byte-ish	2	8127,128	yes	byte-ish
44096	U+AC40	걀	3	2	10821,222	yes	byte-ish	2	10821,222	yes	byte-ish	2	64861,222	yes	byte-ish	3	166,109,222	yes	byte-ish	3	128000,64861,222	yes	byte-ish	2	38093,227	yes	byte-ish
44097	U+AC41	걁	3	2	10821,223	yes	byte-ish	2	10821,223	yes	byte-ish	2	64861,223	yes	byte-ish	3	166,109,223	yes	byte-ish	3	128000,64861,223	yes	byte-ish	2	38093,228	yes	byte-ish
44098	U+AC42	걂	3	2	10821,224	yes	byte-ish	2	10821,224	yes	byte-ish	2	64861,224	yes	byte-ish	3	166,109,224	yes	byte-ish	3	128000,64861,224	yes	byte-ish	2	38093,229	yes	byte-ish
44099	U+AC43	걃	3	2	10821,225	yes	byte-ish	2	10821,225	yes	byte-ish	2	64861,225	yes	byte-ish	3	166,109,225	yes	byte-ish	3	128000,64861,225	yes	byte-ish	2	38093,230	yes	byte-ish
44100	U+AC44	걄	3	2	10821,226	yes	byte-ish	2	10821,226	yes	byte-ish	2	64861,226	yes	byte-ish	3	166,109,226	yes	byte-ish	3	128000,64861,226	yes	byte-ish	2	38093,231	yes	byte-ish
44101	U+AC45	걅	3	2	10821,227	yes	byte-ish	2	10821,227	yes	byte-ish	2	64861,227	yes	byte-ish	3	166,109,227	yes	byte-ish	3	128000,64861,227	yes	byte-ish	2	38093,232	yes	byte-ish
44102	U+AC46	걆	3	2	10821,228	yes	byte-ish	2	10821,228	yes	byte-ish	2	64861,228	yes	byte-ish	3	166,109,228	yes	byte-ish	3	128000,64861,228	yes	byte-ish	2	38093,233	yes	byte-ish
44103	U+AC47	걇	3	2	10821,229	yes	byte-ish	2	10821,229	yes	byte-ish	2	64861,229	yes	byte-ish	3	166,109,229	yes	byte-ish	3	128000,64861,229	yes	byte-ish	2	38093,234	yes	byte-ish
44104	U+AC48	걈	3	2	10821,230	yes	byte-ish	2	10821,230	yes	byte-ish	2	64861,230	yes	byte-ish	3	166,109,230	yes	byte-ish	3	128000,64861,230	yes	byte-ish	2	38093,235	yes	byte-ish
44105	U+AC49	걉	3	2	10821,231	yes	byte-ish	2	10821,231	yes	byte-ish	2	64861,231	yes	byte-ish	3	166,109,231	yes	byte-ish	3	128000,64861,231	yes	byte-ish	2	38093,236	yes	byte-ish
44106	U+AC4A	걊	3	2	10821,232	yes	byte-ish	2	10821,232	yes	byte-ish	2	64861,232	yes	byte-ish	3	166,109,232	yes	byte-ish	3	128000,64861,232	yes	byte-ish	2	38093,237	yes	byte-ish
44107	U+AC4B	걋	3	2	10821,233	yes	byte-ish	2	10821,233	yes	byte-ish	2	64861,233	yes	byte-ish	3	166,109,233	yes	byte-ish	3	128000,64861,233	yes	byte-ish	2	38093,238	yes	byte-ish
44108	U+AC4C	걌	3	2	10821,234	yes	byte-ish	2	10821,234	yes	byte-ish	2	64861,234	yes	byte-ish	3	166,109,234	yes	byte-ish	3	128000,64861,234	yes	byte-ish	2	38093,239	yes	byte-ish
44109	U+AC4D	걍	3	2	10821,235	yes	byte-ish	2	10821,235	yes	byte-ish	2	64861,235	yes	byte-ish	3	166,109,235	yes	byte-ish	3	128000,64861,235	yes	byte-ish	2	38093,240	yes	byte-ish
44110	U+AC4E	걎	3	2	10821,236	yes	byte-ish	2	10821,236	yes	byte-ish	2	64861,236	yes	byte-ish	3	166,109,236	yes	byte-ish	3	128000,64861,236	yes	byte-ish	2	38093,241	yes	byte-ish
44111	U+AC4F	걏	3	2	10821,237	yes	byte-ish	2	10821,237	yes	byte-ish	2	64861,237	yes	byte-ish	3	166,109,237	yes	byte-ish	3	128000,64861,237	yes	byte-ish	2	38093,242	yes	byte-ish
44112	U+AC50	걐	3	2	10821,238	yes	byte-ish	2	10821,238	yes	byte-ish	2	64861,238	yes	byte-ish	3	166,109,238	yes	byte-ish	3	128000,64861,238	yes	byte-ish	2	38093,243	yes	byte-ish
44113	U+AC51	걑	3	2	10821,239	yes	byte-ish	2	10821,239	yes	byte-ish	2	64861,239	yes	byte-ish	3	166,109,239	yes	byte-ish	3	128000,64861,239	yes	byte-ish	2	38093,244	yes	byte-ish
44114	U+AC52	걒	3	2	10821,240	yes	byte-ish	2	10821,240	yes	byte-ish	2	64861,240	yes	byte-ish	3	166,109,240	yes	byte-ish	3	128000,64861,240	yes	byte-ish	2	38093,245	yes	byte-ish
44115	U+AC53	걓	3	2	10821,241	yes	byte-ish	2	10821,241	yes	byte-ish	2	64861,241	yes	byte-ish	3	166,109,241	yes	byte-ish	3	128000,64861,241	yes	byte-ish	2	38093,246	yes	byte-ish
44116	U+AC54	걔	3	2	10821,242	yes	byte-ish	2	10821,242	yes	byte-ish	2	64861,242	yes	byte-ish	3	166,109,242	yes	byte-ish	3	128000,64861,242	yes	byte-ish	2	38093,247	yes	byte-ish
44117	U+AC55	걕	3	2	10821,243	yes	byte-ish	2	10821,243	yes	byte-ish	2	64861,243	yes	byte-ish	3	166,109,243	yes	byte-ish	3	128000,64861,243	yes	byte-ish	2	38093,248	yes	byte-ish
